,NAME,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10
BK1034,电源设备,66.43,91.61,92.33,81.53,80.82,82.97,90.65,87.05,92.33,91.13,97.6,91.13,93.05,92.09,92.09,66.91,55.16,72.9,94.0,95.92,96.4,99.52,98.8,93.76,88.49,94.72,99.04,99.52,99.28,98.8,94.96,14.39,1.44,13.19,68.35,69.06,76.26,83.69,22.78,29.98,21.82,2.16,12.71,41.25,8.39,20.38,45.32,1.92,1.44,32.13,30.7,84.65,77.46,92.33,96.64,98.08,96.88,96.88,97.84,89.21,91.37,56.83,2.88,1.2,0.96,1.68,3.36,68.11,92.09,91.85,92.57,90.65,95.92,96.16,97.36,97.36,97.84,97.36,93.53,93.53,89.69,68.59,60.19,86.57,44.6,8.63,56.12,40.77,8.63,14.63,53.72,23.26,68.11,79.38,38.61,38.85,62.35,62.83,48.92,84.17,47.96,24.94,10.07,1.2,0.48,1.92,1.92,7.43,75.78,82.49,83.69,94.48,87.77,87.05,53.0,73.38,2.64,4.08,2.4,15.35,10.79,63.07,25.9,20.38,24.46,17.27,14.39,12.95,32.61,10.79,30.94,37.65,63.07,52.76,43.17,53.72,58.75,36.93,33.81,49.64,32.61,22.06,28.78,16.55,13.19
BK0724,海绵城市,66.19,71.7,51.56,51.32,36.21,40.05,53.0,43.41,48.44,40.77,17.27,60.43,68.35,63.31,70.74,66.67,34.53,21.82,24.94,16.07,40.53,46.04,71.22,75.06,74.1,37.41,42.21,23.26,29.74,53.0,90.17,93.76,93.53,92.33,84.89,41.49,39.57,68.59,76.02,67.63,79.62,93.05,92.33,87.77,94.24,84.17,46.28,56.59,37.41,63.79,31.18,50.12,13.43,40.29,27.58,83.93,45.32,40.53,57.31,41.01,17.27,57.79,48.92,35.97,26.14,17.03,5.76,7.91,3.12,10.55,9.11,9.83,11.27,23.26,22.78,31.65,25.66,20.14,16.79,26.38,23.02,26.86,48.44,58.27,49.88,62.35,59.47,47.96,53.24,55.16,49.4,58.99,19.9,22.78,14.87,7.19,16.07,23.5,32.85,60.91,87.05,88.97,97.84,96.4,86.09,71.7,61.15,43.65,11.03,74.34,78.42,81.29,82.73,94.72,85.61,79.38,53.48,53.96,17.99,36.21,42.69,77.46,80.58,83.45,90.41,98.8,98.32,96.88,91.61,84.17,17.03,5.76,43.88,88.97,87.29,87.29,78.18,30.7,10.31,22.3,24.46,89.69,97.6,98.08,96.88
BK0634,大数据,65.95,35.97,58.75,47.48,59.23,61.39,65.71,47.48,62.11,29.26,20.38,29.26,49.64,30.7,23.74,29.98,15.59,21.1,42.45,60.91,58.99,62.35,50.12,38.61,32.61,32.85,33.33,64.99,37.17,34.53,21.58,36.69,23.74,40.29,50.36,49.4,35.49,33.33,39.57,35.97,35.49,48.44,50.6,56.83,50.12,51.8,58.51,54.92,34.53,38.37,52.52,36.93,43.17,41.73,38.37,38.61,54.2,59.23,58.51,64.51,57.79,75.06,77.22,74.34,68.59,66.91,43.88,33.57,41.25,51.32,41.73,30.94,30.46,15.83,5.28,15.59,19.42,33.81,53.96,79.62,65.23,74.34,81.77,82.73,72.18,76.74,56.59,67.39,67.63,76.5,56.35,55.16,30.94,28.06,11.03,22.3,30.7,38.13,71.94,82.97,74.82,62.59,61.87,46.52,31.89,41.73,41.73,66.67,81.77,87.53,85.61,87.05,75.06,60.19,54.2,33.57,29.5,24.94,31.89,20.38,50.36,57.07,82.25,81.77,76.5,56.59,67.15,46.28,28.54,57.55,67.63,87.77,92.81,94.96,95.2,94.72,85.85,80.82,35.25,15.59,9.35,7.19,12.95,31.41,68.82
BK0810,工业4.0,65.71,71.22,65.71,65.47,71.22,81.06,68.82,58.99,31.41,35.73,45.08,63.31,69.06,72.66,71.46,66.19,74.34,81.77,88.01,95.68,93.76,96.4,93.76,91.61,80.82,80.1,64.99,69.3,73.14,47.0,19.66,18.23,25.18,44.36,94.48,95.92,93.05,90.41,88.25,69.06,48.44,37.65,46.52,26.38,18.94,24.22,24.22,12.95,13.43,14.39,21.34,58.75,48.92,38.13,29.26,8.87,10.07,11.99,13.19,23.74,40.77,39.81,64.51,40.29,43.88,54.68,60.43,79.38,78.42,70.74,34.29,24.22,22.78,44.36,32.85,39.33,35.73,47.24,34.29,40.53,47.48,59.71,56.12,52.04,57.55,56.59,54.2,45.56,38.37,53.72,70.02,56.83,59.47,64.27,39.57,34.53,23.74,31.18,39.57,69.3,73.86,78.66,52.76,44.84,25.66,16.31,21.34,22.78,32.85,33.09,50.12,46.28,42.45,44.12,34.29,19.9,20.38,29.98,72.9,80.1,71.7,72.18,61.87,28.78,32.37,40.29,42.45,48.92,58.27,47.96,44.12,48.92,49.88,64.27,48.92,55.4,32.85,36.69,28.3,40.05,47.24,53.24,61.15,50.12,35.49
BK0498,AB股,65.47,59.23,38.13,49.4,45.32,47.96,73.14,82.73,75.78,51.8,42.21,19.42,16.31,19.9,27.58,23.5,26.38,14.87,13.67,15.35,32.61,30.22,46.76,64.03,64.99,48.68,60.91,53.0,65.95,68.82,61.39,60.91,57.79,51.56,37.17,40.05,42.93,55.16,56.35,72.42,77.94,82.49,82.73,85.61,74.34,70.98,67.15,68.82,63.31,72.9,64.51,69.3,64.99,57.55,64.51,75.54,48.2,40.29,51.8,41.97,38.85,47.0,50.12,48.92,30.94,25.42,20.86,21.58,16.79,31.89,38.85,49.4,32.37,28.3,29.98,30.94,19.9,28.54,33.33,27.82,23.26,30.46,26.86,28.06,27.1,30.7,27.34,27.58,24.22,21.82,27.82,22.78,25.18,32.37,29.98,13.43,19.9,21.34,23.26,38.37,59.47,61.15,73.62,76.02,68.82,63.31,66.19,52.76,24.94,39.57,30.22,48.2,61.87,76.5,67.39,77.46,62.83,57.79,22.54,43.65,37.41,46.76,57.07,78.9,82.01,89.93,83.45,88.01,80.34,83.21,47.72,35.97,21.82,31.65,45.56,67.39,66.19,73.86,60.91,47.0,36.45,70.98,78.9,76.26,70.26
BK0436,纺织服装,65.23,80.58,27.1,30.46,26.14,28.3,25.66,23.74,16.31,20.14,5.04,3.36,3.84,5.04,19.18,22.78,30.7,30.7,32.61,11.27,24.94,17.27,21.58,23.74,46.52,33.57,28.06,28.54,39.81,62.83,67.87,84.65,89.69,78.9,64.75,48.92,52.52,56.35,52.04,35.73,32.85,43.65,27.58,43.17,63.55,64.03,54.68,60.43,39.81,57.79,40.29,27.58,41.01,45.08,14.87,30.46,45.08,25.42,26.86,39.57,37.41,74.1,93.76,95.44,95.68,96.88,81.29,75.78,33.33,22.78,14.63,11.27,6.71,9.83,19.66,36.93,39.57,52.28,57.07,57.31,35.97,42.45,44.12,37.41,38.85,44.6,19.9,29.98,40.53,30.22,55.64,75.54,36.93,36.21,79.14,71.7,72.9,73.86,64.27,23.98,22.3,13.67,29.26,51.32,36.45,36.69,70.98,64.99,39.09,60.43,38.13,35.25,58.51,81.06,70.98,80.58,54.2,35.97,11.75,27.58,31.18,49.64,71.22,86.57,87.05,86.09,88.25,89.93,70.98,79.62,70.5,41.25,12.71,37.41,22.54,49.64,33.33,66.43,33.57,37.41,50.6,72.42,78.18,69.78,65.95
BK0481,汽车零部件,64.99,79.62,61.15,72.9,76.26,69.3,54.92,36.93,13.91,11.75,22.3,51.32,64.27,69.3,64.75,60.43,42.69,48.44,42.93,68.59,70.26,81.53,91.61,94.24,89.45,78.9,64.03,75.78,69.54,74.1,52.52,40.53,22.06,15.83,39.81,64.27,69.78,57.55,72.9,54.44,46.04,27.82,36.93,22.06,26.86,23.5,27.1,17.75,22.3,27.1,9.59,23.98,18.94,20.38,17.75,21.1,17.99,24.94,20.62,37.89,35.97,51.32,67.39,72.42,89.21,94.0,94.24,95.44,87.29,70.26,63.55,51.8,52.28,76.98,73.38,81.06,87.29,83.69,78.42,68.82,86.57,88.49,94.48,92.33,95.92,86.57,94.96,95.44,91.61,94.24,91.13,88.73,82.49,85.13,88.25,85.13,68.82,78.42,68.59,69.78,95.2,83.21,26.86,12.95,23.26,5.04,50.6,57.79,86.57,37.89,52.52,13.91,34.53,50.84,57.31,93.05,83.93,58.99,19.18,16.79,1.2,1.92,3.6,7.67,21.34,21.82,33.09,52.04,88.49,85.85,91.37,91.13,82.01,64.51,18.47,16.55,14.39,14.87,46.52,72.42,60.19,52.52,48.92,23.98,15.11
BK0577,核能核电,64.75,78.42,70.98,75.54,80.1,77.46,79.62,78.9,76.5,56.59,63.31,72.18,71.46,77.22,83.45,69.06,64.03,62.59,62.35,48.44,71.22,76.98,92.09,88.73,94.72,88.01,93.53,89.69,88.49,82.01,69.54,50.84,37.89,56.83,88.01,84.89,84.65,89.21,85.85,80.82,80.1,57.07,76.5,77.22,60.43,60.91,89.21,67.15,56.35,80.34,65.23,81.06,60.67,88.25,95.2,97.12,90.41,74.82,81.77,15.11,20.86,11.27,7.43,4.56,2.4,2.64,4.8,28.3,51.32,84.17,82.25,67.63,67.63,75.54,82.73,82.97,92.57,81.06,58.75,28.06,56.83,40.53,36.93,50.12,40.77,13.91,42.69,29.74,18.23,37.65,83.45,84.65,83.93,84.17,76.98,60.91,56.35,69.06,70.98,82.73,70.98,88.25,71.46,58.99,53.72,44.84,13.19,13.67,17.03,47.96,74.82,88.49,89.45,90.65,68.59,83.69,37.41,40.77,17.03,43.88,14.63,20.86,13.43,17.03,25.9,26.62,20.62,28.3,46.04,15.59,18.94,22.3,35.49,23.5,23.5,41.73,63.07,45.8,69.54,79.62,83.69,85.85,84.65,74.34,64.27
BK0597,水利建设,64.51,66.67,58.27,57.31,55.16,53.0,55.4,49.16,62.83,44.36,39.81,70.98,68.82,68.35,76.98,67.15,57.07,59.95,54.68,34.05,54.2,54.44,68.11,71.94,65.95,56.35,72.18,66.43,60.43,57.55,83.69,79.38,70.26,66.67,79.86,39.33,35.01,58.51,70.98,78.18,81.29,87.77,89.93,86.09,82.97,82.73,81.06,68.11,73.38,80.58,66.43,57.79,38.85,53.96,69.54,86.57,65.47,42.21,57.07,33.09,35.73,35.73,47.0,22.78,11.99,10.31,8.39,25.66,35.97,61.63,60.43,46.52,35.97,46.28,44.12,55.88,65.71,65.95,49.16,37.17,36.21,30.94,19.9,31.65,35.97,36.93,47.48,49.64,45.56,52.76,69.54,76.26,55.64,60.67,51.08,31.89,33.57,45.08,37.89,55.88,54.92,77.7,78.18,75.06,70.26,67.39,46.28,48.44,34.29,66.67,79.38,86.33,87.29,88.25,71.46,74.58,41.73,34.29,18.23,45.08,30.22,60.19,63.31,63.55,82.49,88.49,91.37,87.77,86.57,70.74,20.62,9.35,30.22,68.35,58.51,76.98,79.62,61.15,49.64,57.31,52.52,87.77,94.48,93.05,93.05
BK0539,综合行业,64.27,73.62,66.67,58.75,52.04,45.32,35.25,48.92,50.84,51.08,41.73,61.15,49.88,59.71,51.56,56.12,58.27,52.04,28.78,32.13,39.09,34.53,48.2,77.94,72.42,69.78,67.15,72.18,77.94,78.9,66.67,69.54,71.46,65.95,70.98,65.23,73.86,82.25,83.93,85.37,89.21,86.09,75.3,67.15,52.04,41.97,58.27,53.72,64.27,75.54,74.34,82.01,74.58,64.03,71.94,68.11,30.94,16.07,18.23,17.27,23.5,38.37,87.53,72.18,60.19,72.18,40.05,65.23,44.84,49.4,20.14,16.31,11.51,33.33,49.4,67.87,76.02,58.27,46.04,28.54,26.86,23.98,29.98,50.6,55.16,55.64,57.79,35.73,30.94,30.7,34.05,24.94,51.32,41.01,31.41,40.77,69.78,75.54,89.93,93.29,89.21,87.05,89.21,70.02,65.95,58.51,68.11,16.55,15.83,60.67,75.54,57.07,67.87,76.02,56.59,36.93,35.49,55.16,29.26,18.71,20.38,45.56,47.48,47.72,57.07,66.67,48.68,49.16,51.32,36.45,25.66,26.86,11.99,16.55,10.55,29.26,45.08,74.82,68.59,77.94,81.06,80.34,85.13,80.82,77.22
BK0818,可燃冰,64.03,29.5,39.33,24.46,27.82,34.53,81.77,89.69,89.69,81.29,21.82,12.23,44.12,36.45,68.82,86.57,81.53,49.64,38.61,19.9,10.07,23.02,30.7,59.71,54.68,72.9,76.02,73.62,63.55,82.49,68.59,85.61,67.15,92.57,89.93,86.81,59.71,83.21,61.15,59.23,65.23,79.86,78.18,88.97,97.36,98.32,97.12,99.52,99.28,93.29,94.96,97.12,72.66,91.37,93.76,76.26,18.71,36.21,97.6,53.24,89.93,99.04,96.64,6.95,2.64,1.92,0.48,1.68,22.3,86.81,91.61,42.69,20.86,5.28,11.51,2.4,4.32,0.72,1.2,2.16,1.68,2.88,4.8,4.56,5.04,12.47,27.58,10.31,26.38,18.47,27.1,60.43,47.0,26.62,40.29,35.49,14.87,10.07,20.38,32.13,72.66,76.02,95.92,93.05,90.17,72.66,79.38,47.24,8.39,16.55,62.59,75.3,89.93,93.05,87.29,85.61,44.84,25.9,23.02,35.25,18.23,39.81,31.18,62.35,75.78,94.0,80.58,86.33,75.78,79.38,2.16,14.15,19.18,22.06,16.55,48.68,58.27,45.08,62.11,47.48,73.38,98.8,99.28,98.56,97.12
BK0545,机械行业,63.79,69.06,66.43,66.19,63.55,66.67,62.35,53.48,35.49,31.41,37.41,50.6,60.19,64.75,73.14,68.35,71.7,68.82,72.42,84.89,83.93,85.61,92.81,91.13,88.97,81.77,86.57,70.26,75.06,81.29,66.91,54.44,58.75,75.78,95.92,96.4,93.53,95.2,92.33,79.62,57.31,48.2,45.8,28.78,31.65,36.45,28.54,22.78,19.42,31.18,29.26,71.46,65.23,64.99,73.14,60.19,21.82,19.66,26.38,20.86,24.94,30.7,23.74,20.62,21.82,28.3,28.78,84.17,84.17,84.65,60.67,58.75,39.09,54.92,47.48,36.45,46.04,46.04,31.41,27.34,61.15,61.63,62.59,69.3,69.78,57.79,61.87,53.0,49.16,72.9,87.53,89.69,77.22,76.26,66.67,52.04,36.21,44.12,44.36,72.42,76.26,73.14,48.44,37.41,26.14,23.5,45.8,48.2,76.74,61.39,74.1,53.96,52.52,37.17,32.37,15.11,15.59,22.3,45.08,76.98,66.91,76.74,58.51,43.88,47.48,44.6,41.25,45.32,58.51,31.65,31.89,36.69,32.37,29.5,15.11,27.1,25.18,39.09,45.8,62.83,82.73,84.65,73.38,57.07,34.29
BK0737,软件服务,63.55,21.58,58.03,42.69,58.27,71.22,77.7,39.09,55.88,17.27,5.76,23.98,48.92,29.02,20.62,36.93,11.27,16.31,44.36,69.78,78.18,78.42,72.42,52.52,40.29,25.66,13.43,60.91,44.6,36.21,22.78,47.24,29.02,34.05,62.11,52.76,29.5,13.19,29.74,16.07,15.35,35.73,45.56,51.56,50.36,65.95,63.79,48.92,28.78,25.66,39.57,11.27,36.69,31.89,29.5,23.26,62.11,64.75,61.63,70.02,67.63,65.47,57.07,59.23,64.03,55.16,54.92,42.93,53.72,58.51,46.52,33.81,36.21,14.39,3.6,10.79,10.31,20.38,35.49,78.18,66.19,80.34,87.53,92.09,82.97,87.53,64.27,84.41,80.58,80.58,53.48,50.12,17.27,21.58,16.55,38.61,55.16,57.31,84.89,92.09,69.78,39.09,46.76,31.41,10.79,33.81,22.3,49.64,73.86,84.65,81.29,84.17,65.71,56.59,52.76,30.7,40.77,54.92,60.91,41.01,74.82,76.26,87.05,76.26,72.66,45.8,58.27,28.78,15.11,42.45,59.95,88.25,96.16,96.64,97.12,96.88,88.73,81.29,36.69,8.39,3.36,2.88,2.64,10.31,43.17
BK0802,无人驾驶,63.31,37.65,56.35,61.63,66.43,56.83,32.61,15.59,12.71,6.0,11.27,62.59,73.86,73.14,70.26,73.62,53.72,56.12,53.72,80.1,71.7,83.21,90.89,90.65,69.54,71.22,44.84,38.61,30.22,38.13,24.7,27.58,17.27,21.58,44.84,53.72,55.16,28.3,32.37,22.06,23.74,23.02,33.33,22.3,32.85,34.53,31.18,33.09,44.36,19.18,13.19,16.79,14.39,13.91,17.51,13.43,24.94,45.32,41.01,59.47,56.59,51.08,68.11,60.91,77.7,77.22,90.17,80.34,73.38,63.07,59.95,41.01,50.36,59.23,52.04,62.11,56.35,63.79,64.03,54.92,70.5,81.77,91.13,88.01,88.01,76.98,67.63,61.87,49.64,64.75,60.67,46.28,79.38,77.46,73.62,80.82,69.54,55.88,67.87,75.78,89.45,94.72,86.09,58.51,73.38,58.03,46.76,45.56,59.47,25.18,37.89,34.53,23.5,35.01,57.79,75.06,64.99,55.88,49.88,21.58,14.15,13.67,35.25,21.82,28.06,18.94,23.98,23.02,36.45,42.69,83.21,86.57,93.05,87.77,83.45,65.23,44.36,17.03,27.34,30.94,21.58,17.51,14.39,7.91,11.99
BK0437,煤炭行业,63.07,21.1,12.47,37.89,11.03,46.52,88.73,96.16,96.88,99.04,95.2,69.78,65.71,62.59,70.02,59.95,81.77,68.59,59.47,2.64,0.96,13.91,31.65,69.78,97.12,97.84,98.56,97.84,97.12,98.32,97.84,69.3,27.58,8.63,23.74,70.02,94.96,97.84,97.84,98.32,99.52,98.56,99.04,97.84,93.29,92.33,99.04,99.04,99.52,99.28,98.08,94.96,82.73,58.03,70.5,65.23,3.6,3.12,39.09,6.0,15.83,31.65,98.8,50.36,7.19,0.96,34.05,67.63,74.34,69.06,97.12,6.0,0.0,0.0,17.75,0.0,0.0,0.0,0.0,2.88,9.11,3.84,2.88,0.24,0.0,0.48,0.24,0.72,1.44,0.96,5.28,43.65,63.79,80.82,96.16,71.22,25.66,20.14,5.04,4.32,48.2,98.56,99.04,99.28,97.84,91.13,27.58,27.82,0.72,8.87,89.93,90.65,62.11,91.61,88.73,68.35,59.71,87.29,21.34,26.62,0.48,0.72,1.92,28.54,26.62,65.47,89.21,76.02,73.14,92.33,22.3,8.87,56.83,82.25,72.66,97.84,99.28,93.76,85.37,92.57,4.56,31.18,93.53,94.0,75.3
BK0571,预盈预增,62.83,75.3,68.11,68.59,69.3,72.18,69.54,75.06,73.62,57.31,59.95,70.5,66.19,63.79,65.71,53.48,49.16,60.91,58.75,60.19,60.43,62.11,56.59,58.99,62.11,70.98,63.31,67.39,69.3,65.71,56.59,51.08,48.92,46.52,69.3,72.18,74.1,73.38,76.26,75.06,62.59,40.05,49.16,32.61,34.05,38.61,54.2,39.33,59.71,57.31,38.85,61.63,50.84,49.88,62.35,45.56,28.78,28.3,19.66,12.47,18.71,14.39,16.07,23.98,41.73,36.21,72.18,87.77,84.89,75.54,74.82,48.44,57.55,58.75,61.15,52.52,57.79,39.81,30.94,25.9,41.25,40.29,36.21,43.17,41.97,40.53,49.4,43.88,29.74,44.84,50.12,48.68,71.46,74.1,82.01,78.9,79.62,73.62,60.67,48.68,44.12,30.46,24.94,30.94,32.61,27.1,31.65,38.85,56.83,42.93,60.91,43.88,30.7,27.34,30.46,22.06,27.58,28.06,44.6,47.72,36.69,59.71,36.93,27.34,31.65,32.85,31.41,53.0,74.34,62.35,75.78,56.59,61.63,49.88,48.68,39.81,53.24,57.55,66.91,74.1,75.78,70.02,65.71,62.35,50.6
BK0905,传感器,62.59,17.03,65.95,60.91,68.59,50.84,37.65,10.07,18.47,13.19,62.11,81.29,86.57,81.29,78.18,83.21,52.52,70.74,86.57,84.41,75.3,87.29,79.14,61.15,56.83,74.58,62.59,67.63,51.32,48.92,13.43,12.47,14.87,19.42,65.71,82.01,77.94,72.42,75.54,27.34,10.07,7.43,4.56,5.52,10.55,21.58,26.38,25.18,18.71,9.11,4.56,6.95,10.07,9.59,36.69,37.65,35.25,31.65,44.6,44.12,41.73,49.88,79.86,50.84,65.71,58.75,75.06,69.54,73.14,63.31,64.51,60.67,63.79,71.46,49.88,46.76,27.34,60.91,74.1,87.29,88.25,92.09,83.21,75.54,73.14,73.38,87.53,95.68,87.77,94.0,92.33,94.0,92.09,93.05,91.61,95.44,83.45,72.42,61.87,61.63,46.52,69.06,22.54,8.63,11.99,19.9,35.73,65.47,88.01,57.79,48.2,9.35,8.15,16.55,27.82,38.85,58.27,72.9,68.82,48.2,39.09,43.88,21.58,9.35,17.99,11.75,15.11,21.34,53.72,26.14,69.3,77.22,76.98,68.82,52.76,41.01,21.34,17.27,29.5,43.65,39.81,26.38,17.27,11.27,12.47
BK0868,GDR,62.35,37.89,11.75,25.18,12.71,3.6,2.4,33.81,29.98,86.33,12.95,4.56,2.64,12.95,11.75,20.86,77.22,16.79,9.59,17.51,52.76,11.27,53.48,47.24,83.69,72.18,80.1,57.07,60.91,40.53,71.46,95.92,97.6,98.32,86.09,81.06,6.0,5.28,3.36,36.69,22.06,88.01,97.12,98.08,97.6,97.84,92.33,79.14,76.98,70.98,44.12,3.84,7.91,51.08,85.85,95.92,98.32,98.8,99.52,98.56,92.33,96.88,59.47,11.75,1.68,5.04,5.04,10.31,24.22,62.83,91.85,85.61,62.83,58.03,77.46,75.78,38.37,46.76,36.45,16.55,3.36,10.07,5.28,1.44,0.24,3.12,2.88,2.88,8.87,8.15,4.32,11.27,8.39,14.15,23.26,46.28,12.23,48.68,15.59,39.09,27.82,89.45,97.36,98.32,95.2,96.88,91.13,89.21,57.07,90.65,85.37,85.37,62.59,61.39,22.06,40.29,76.26,83.45,83.45,82.97,64.99,38.37,3.84,21.1,12.95,25.66,22.78,58.27,21.34,77.22,19.66,7.43,45.08,83.69,96.16,96.64,99.52,98.08,99.04,96.88,76.98,72.18,70.98,29.98,18.94
BK0595,风能,62.11,73.38,73.38,73.62,73.38,80.34,85.13,78.66,82.97,80.58,49.16,61.87,70.5,70.74,77.22,86.33,79.14,74.58,88.49,83.21,65.23,77.46,86.57,74.1,66.67,77.46,84.41,73.38,72.66,76.02,73.14,55.64,61.15,71.46,94.0,84.41,87.05,86.33,79.62,70.98,71.7,51.08,93.53,97.6,96.16,97.36,98.08,76.26,37.17,71.7,53.72,86.09,90.89,96.88,98.32,98.8,97.84,94.24,94.0,21.34,60.67,10.07,5.52,2.16,1.92,1.2,6.24,55.16,64.27,94.96,91.13,82.01,81.77,86.57,94.24,97.84,97.36,96.64,93.05,31.65,69.3,46.76,24.46,27.82,30.46,2.64,17.75,13.19,9.11,29.5,90.17,84.41,88.01,78.9,64.99,16.07,23.02,60.91,50.6,47.96,29.02,65.47,41.49,65.95,81.77,79.38,50.12,47.96,30.46,62.59,77.46,83.93,46.04,50.6,9.59,33.33,14.15,43.88,24.94,57.07,7.91,10.31,3.36,10.07,11.51,14.87,8.39,13.67,20.86,5.28,11.03,14.39,37.41,26.14,52.04,62.59,80.82,69.78,87.29,90.17,96.16,91.61,90.65,80.1,65.71
BK0735,安防设备,61.87,14.87,50.12,41.97,58.51,49.88,30.94,14.63,27.58,21.1,21.34,50.84,63.07,73.38,53.0,55.88,23.26,30.94,13.43,18.71,28.54,48.68,73.38,81.53,80.58,80.34,72.9,47.72,18.94,7.19,4.08,3.36,1.68,9.11,33.33,30.46,52.76,52.04,20.86,5.52,7.91,18.47,7.67,18.71,20.14,39.09,50.84,65.95,70.74,62.11,41.97,14.15,15.83,28.54,25.18,41.25,53.72,68.11,52.76,75.3,52.52,55.16,71.7,85.85,76.74,80.34,68.82,38.13,9.59,6.24,2.16,1.92,2.4,7.67,11.03,18.23,16.79,47.96,62.11,77.94,79.38,94.24,92.09,90.41,86.81,77.7,47.72,59.71,53.72,44.36,39.33,35.49,41.25,38.85,29.02,37.65,24.22,11.51,38.13,49.88,62.11,85.61,86.81,78.42,82.49,82.73,57.31,84.41,78.9,66.43,72.42,71.94,43.88,30.94,43.88,19.66,23.5,36.69,73.86,71.7,80.82,74.82,81.53,67.63,68.11,70.74,86.09,66.19,44.84,73.86,55.64,85.85,91.85,91.37,93.29,93.76,84.17,82.73,67.87,17.03,7.67,4.32,5.28,25.42,80.58
BK0464,石油行业,61.63,43.65,42.21,35.73,15.59,8.39,27.34,20.38,14.63,20.38,6.47,2.64,14.39,18.23,32.85,65.23,73.38,47.96,37.89,29.74,9.59,23.26,39.09,56.35,72.18,76.5,81.29,86.09,86.57,92.09,86.09,87.77,54.44,59.23,64.51,83.21,81.77,92.09,94.24,93.76,93.05,92.09,94.48,90.89,95.44,96.16,95.2,98.8,96.16,93.76,95.68,98.32,95.44,97.36,96.4,73.14,13.43,11.03,84.89,13.19,56.12,96.64,96.88,6.71,5.52,7.43,1.68,1.92,26.86,71.7,83.93,32.13,42.21,32.37,52.28,3.84,15.11,1.44,1.92,2.64,6.71,5.52,7.43,10.55,9.35,9.59,28.54,25.18,53.0,69.06,85.85,92.57,70.02,67.63,82.49,72.18,43.65,32.13,12.95,27.1,44.84,37.17,80.1,87.05,78.9,78.9,81.77,83.69,28.06,28.78,75.3,86.81,80.58,88.97,95.92,90.41,75.54,74.1,64.51,60.43,36.45,43.65,63.55,89.21,85.37,97.12,91.61,85.13,39.33,62.83,1.44,4.32,11.51,16.07,2.88,26.86,47.48,50.12,61.15,88.73,94.72,97.6,96.88,93.76,82.73
